timestamp,spo2,pulse_rate
1780697308000,96.6,60
1780697312000,96.8,60
1780697316000,96.8,59
1780697320000,96.9,59
1780697324000,96.7,59
1780697328000,96.9,59
1780697332000,96.8,60
1780697336000,96.9,60
1780697340000,96.8,60
1780697344000,96.5,59
1780697348000,96.5,60
1780697352000,96.8,59
1780697356000,96.7,59
1780697360000,96.9,60
1780697364000,97.0,59
1780697368000,97.0,60
1780697372000,96.6,61
1780697376000,96.8,60
1780697380000,96.9,59
1780697384000,96.7,60
1780697388000,97.0,60
1780697392000,97.0,61
1780697396000,96.6,61
1780697400000,96.9,59
1780697404000,96.7,60
1780697408000,97.1,60
1780697412000,96.6,61
1780697416000,96.8,59
1780697420000,97.1,59
1780697424000,96.7,61
1780697428000,96.6,60
1780697432000,96.6,61
1780697436000,96.7,60
1780697440000,97.1,59
1780697444000,96.7,61
1780697448000,97.0,59
1780697452000,96.7,60
1780697456000,97.0,61
1780697460000,96.8,60
1780697464000,97.2,61
1780697468000,97.2,60
1780697472000,96.9,61
1780697476000,96.7,60
1780697480000,96.8,60
1780697484000,97.0,60
1780697488000,97.0,59
1780697492000,96.7,61
1780697496000,97.0,61
1780697500000,96.7,60
1780697504000,96.8,59
1780697508000,97.2,59
1780697512000,97.1,61
1780697516000,97.0,60
1780697520000,96.8,59
1780697524000,96.9,61
1780697528000,97.1,60
1780697532000,97.2,60
1780697536000,96.8,61
1780697540000,96.8,60
1780697544000,97.1,61
1780697548000,96.8,61
1780697552000,96.8,60
1780697556000,96.8,59
1780697560000,97.0,60
1780697564000,97.0,61
1780697568000,97.0,61
1780697572000,96.9,61
1780697576000,96.8,61
1780697580000,97.2,60
1780697584000,97.0,60
1780697588000,97.1,61
1780697592000,96.8,61
1780697596000,97.1,61
1780697600000,97.0,60
1780697604000,96.9,60
1780697608000,96.9,60
1780697612000,96.9,61
1780697616000,96.8,61
1780697620000,97.1,61
1780697624000,97.2,60
1780697628000,96.9,60
1780697632000,97.3,60
1780697636000,96.8,60
1780697640000,97.0,61
1780697644000,96.9,61
1780697648000,96.8,61
1780697652000,97.0,60
1780697656000,96.9,60
1780697660000,97.0,61
1780697664000,97.4,60
1780697668000,97.3,60
1780697672000,97.1,60
1780697676000,97.2,60
1780697680000,97.0,60
1780697684000,97.0,60
1780697688000,96.9,60
1780697692000,97.1,60
1780697696000,97.3,61
1780697700000,97.4,61
1780697704000,96.9,61
1780697708000,97.2,61
1780697712000,96.8,60
1780697716000,96.9,61
1780697720000,97.1,61
1780697724000,97.3,60
1780697728000,97.2,61
1780697732000,96.9,61
1780697736000,97.2,60
1780697740000,97.1,61
1780697744000,97.1,60
1780697748000,97.2,61
1780697752000,97.3,61
1780697756000,96.9,61
1780697760000,97.0,60
1780697764000,96.9,62
1780697768000,97.3,60
1780697772000,97.2,62
1780697776000,96.9,61
1780697780000,97.1,62
1780697784000,97.0,60
1780697788000,97.1,62
1780697792000,97.4,62
1780697796000,96.9,62
1780697800000,97.0,61
1780697804000,97.0,61
1780697808000,97.3,61
1780697812000,96.9,61
1780697816000,97.3,60
1780697820000,97.0,60
1780697824000,96.9,61
1780697828000,97.3,61
1780697832000,97.1,61
1780697836000,96.9,62
1780697840000,96.9,62
1780697844000,97.1,61
1780697848000,97.1,61
1780697852000,97.3,61
1780697856000,97.3,62
1780697860000,97.3,61
1780697864000,97.4,60
1780697868000,97.2,61
1780697872000,97.0,62
1780697876000,97.4,62
1780697880000,97.2,62
1780697884000,97.4,61
1780697888000,97.3,61
1780697892000,97.4,62
1780697896000,97.5,62
1780697900000,97.4,61
1780697904000,97.0,62
1780697908000,97.0,62
1780697912000,97.4,61
1780697916000,97.4,61
1780697920000,97.2,61
1780697924000,96.9,62
1780697928000,97.2,62
1780697932000,97.3,62
1780697936000,96.9,62
1780697940000,97.4,60
1780697944000,97.0,61
1780697948000,96.9,62
1780697952000,97.4,62
1780697956000,97.4,60
1780697960000,97.0,62
1780697964000,97.0,61
1780697968000,97.1,62
1780697972000,97.1,61
1780697976000,97.1,60
1780697980000,97.0,61
1780697984000,97.3,61
1780697988000,97.5,60
1780697992000,97.0,62
1780697996000,97.2,62
1780698000000,97.1,61
1780698004000,97.1,61
1780698008000,97.4,62
1780698012000,97.1,62
1780698016000,97.3,61
1780698020000,97.4,62
1780698024000,97.2,62
1780698028000,97.1,61
1780698032000,97.0,61
1780698036000,96.9,62
1780698040000,97.0,61
1780698044000,96.9,61
1780698048000,97.1,62
1780698052000,97.1,62
1780698056000,97.2,61
1780698060000,97.0,61
1780698064000,97.5,61
1780698068000,97.4,61
1780698072000,97.1,61
1780698076000,97.4,61
1780698080000,97.4,61
1780698084000,97.4,63
1780698088000,97.0,62
1780698092000,97.3,63
1780698096000,97.3,61
1780698100000,97.3,61
1780698104000,97.4,62
1780698108000,96.9,61
1780698112000,97.0,61
1780698116000,97.3,61
1780698120000,97.0,62
1780698124000,97.0,61
1780698128000,97.0,61
1780698132000,97.2,62
1780698136000,97.0,62
1780698140000,97.0,61
1780698144000,97.0,61
1780698148000,97.2,62
1780698152000,96.9,61
1780698156000,97.0,62
1780698160000,97.0,62
1780698164000,97.5,61
1780698168000,97.1,61
1780698172000,97.0,61
1780698176000,97.5,62
1780698180000,97.4,61
1780698184000,97.3,62
1780698188000,97.1,61
1780698192000,97.4,61
1780698196000,97.3,62
1780698200000,97.5,61
1780698204000,97.4,61
1780698208000,97.3,63
1780698212000,97.0,61
1780698216000,96.9,61
1780698220000,96.9,61
1780698224000,96.9,62
1780698228000,97.1,61
1780698232000,97.2,61
1780698236000,97.4,62
1780698240000,97.0,61
1780698244000,97.1,62
1780698248000,97.4,61
1780698252000,97.3,61
1780698256000,97.0,62
1780698260000,97.0,63
1780698264000,97.3,62
1780698268000,96.9,62
1780698272000,97.0,62
1780698276000,97.2,62
1780698280000,97.4,62
1780698284000,97.3,61
1780698288000,97.3,63
1780698292000,97.4,63
1780698296000,97.1,61
1780698300000,97.2,62
1780698304000,97.0,62
1780698308000,97.4,62
1780698312000,97.0,61
1780698316000,97.1,62
1780698320000,97.3,62
1780698324000,96.9,62
1780698328000,97.0,61
1780698332000,97.1,61
1780698336000,97.2,62
1780698340000,97.2,62
1780698344000,97.0,62
1780698348000,97.1,62
1780698352000,97.2,63
1780698356000,97.4,62
1780698360000,96.9,61
1780698364000,97.2,63
1780698368000,97.1,62
1780698372000,97.2,62
1780698376000,97.0,61
1780698380000,97.2,63
1780698384000,97.3,62
1780698388000,97.1,61
1780698392000,97.1,62
1780698396000,97.2,62
1780698400000,96.9,62
1780698404000,97.1,62
1780698408000,97.0,63
1780698412000,97.0,62
1780698416000,96.9,63
1780698420000,97.0,61
1780698424000,97.0,62
1780698428000,97.3,63
1780698432000,96.9,63
1780698436000,96.8,61
1780698440000,97.4,62
1780698444000,97.1,63
1780698448000,96.9,63
1780698452000,97.2,63
1780698456000,97.2,61
1780698460000,96.9,62
1780698464000,96.8,61
1780698468000,97.2,62
1780698472000,96.8,61
1780698476000,97.0,63
1780698480000,96.8,62
1780698484000,97.2,61
1780698488000,97.2,63
1780698492000,97.0,62
1780698496000,96.9,62
1780698500000,96.8,63
1780698504000,97.1,63
1780698508000,96.7,62
1780698512000,97.1,61
1780698516000,96.8,61
1780698520000,96.9,62
1780698524000,96.9,63
1780698528000,96.9,62
1780698532000,97.1,62
1780698536000,96.9,62
1780698540000,97.1,63
1780698544000,97.1,62
1780698548000,97.1,62
1780698552000,97.0,62
1780698556000,97.1,63
1780698560000,97.0,62
1780698564000,97.1,62
1780698568000,96.9,62
1780698572000,97.1,63
1780698576000,97.0,63
1780698580000,96.8,62
1780698584000,97.0,62
1780698588000,97.1,62
1780698592000,97.2,63
1780698596000,96.8,62
1780698600000,97.1,62
1780698604000,96.7,63
1780698608000,96.8,62
1780698612000,96.6,62
1780698616000,96.6,62
1780698620000,96.7,61
1780698624000,97.2,61
1780698628000,96.6,62
1780698632000,96.8,62
1780698636000,97.1,62
1780698640000,97.2,62
1780698644000,97.1,62
1780698648000,97.0,62
1780698652000,97.0,61
1780698656000,97.1,61
1780698660000,96.6,63
1780698664000,96.9,61
1780698668000,96.9,63
1780698672000,97.1,63
1780698676000,96.7,62
1780698680000,96.6,63
1780698684000,96.6,62
1780698688000,96.6,62
1780698692000,96.6,63
1780698696000,96.7,62
1780698700000,97.0,62
1780698704000,96.9,61
1780698708000,96.8,62
1780698712000,96.9,62
1780698716000,96.8,62
1780698720000,96.7,62
1780698724000,96.6,63
1780698728000,96.7,63
1780698732000,96.7,62
1780698736000,97.0,62
1780698740000,96.9,61
1780698744000,97.0,62
1780698748000,96.7,62
1780698752000,96.8,62
1780698756000,96.6,61
1780698760000,96.9,62
1780698764000,96.7,63
1780698768000,96.6,62
1780698772000,97.0,61
1780698776000,97.0,61
1780698780000,96.5,62
1780698784000,96.9,62
1780698788000,96.9,61
1780698792000,96.8,62
1780698796000,96.9,62
1780698800000,96.9,62
1780698804000,96.4,62
1780698808000,96.7,62
1780698812000,96.5,62
1780698816000,96.9,62
1780698820000,96.9,62
1780698824000,96.6,62
1780698828000,96.7,63
1780698832000,97.0,62
1780698836000,96.7,61
1780698840000,96.4,61
1780698844000,96.8,61
1780698848000,96.5,63
1780698852000,96.7,63
1780698856000,96.9,62
1780698860000,96.6,61
1780698864000,96.6,62
1780698868000,96.5,62
1780698872000,96.6,61
1780698876000,96.6,62
1780698880000,96.8,61
1780698884000,96.5,63
1780698888000,96.5,62
1780698892000,96.3,61
1780698896000,96.5,62
1780698900000,96.8,61
1780698904000,96.9,61
1780698908000,96.8,62
1780698912000,96.8,62
1780698916000,96.6,61
1780698920000,96.7,62
1780698924000,96.7,61
1780698928000,96.8,61
1780698932000,96.4,62
1780698936000,96.8,62
1780698940000,96.6,61
1780698944000,96.4,62
1780698948000,96.3,63
1780698952000,96.8,61
1780698956000,96.6,62
1780698960000,96.7,63
1780698964000,96.4,62
1780698968000,96.4,61
1780698972000,96.3,62
1780698976000,96.2,61
1780698980000,96.2,62
1780698984000,96.5,62
1780698988000,96.7,61
1780698992000,96.5,61
1780698996000,96.4,61
1780699000000,96.5,61
1780699004000,96.3,63
1780699008000,96.6,62
1780699012000,96.6,61
1780699016000,96.3,62
1780699020000,96.7,62
1780699024000,96.3,61
1780699028000,96.2,63
1780699032000,96.3,63
1780699036000,96.7,63
1780699040000,96.6,61
1780699044000,96.6,61
1780699048000,96.3,62
1780699052000,96.2,62
1780699056000,96.5,62
1780699060000,96.3,61
1780699064000,96.2,61
1780699068000,96.1,63
1780699072000,96.1,62
1780699076000,96.1,62
1780699080000,96.0,62
1780699084000,96.3,61
1780699088000,96.5,62
1780699092000,96.2,62
1780699096000,96.2,62
1780699100000,96.2,61
1780699104000,96.4,61
1780699108000,96.4,61
1780699112000,96.2,61
1780699116000,96.2,62
1780699120000,96.4,63
1780699124000,96.0,62
1780699128000,96.3,62
1780699132000,96.1,62
1780699136000,96.2,62
1780699140000,96.4,63
1780699144000,96.2,61
1780699148000,96.1,62
1780699152000,96.4,61
1780699156000,96.4,62
1780699160000,96.2,61
1780699164000,96.0,61
1780699168000,95.9,62
1780699172000,96.2,62
1780699176000,95.9,61
1780699180000,96.2,62
1780699184000,96.5,63
1780699188000,96.4,61
1780699192000,96.1,62
1780699196000,96.0,61
1780699200000,96.3,61
1780699204000,96.5,61
1780699208000,95.9,61
1780699212000,96.3,62
1780699216000,96.2,61
1780699220000,96.4,62
1780699224000,96.3,63
1780699228000,96.4,62
1780699232000,96.3,61
1780699236000,95.9,61
1780699240000,96.2,62
1780699244000,96.0,61
1780699248000,96.3,61
1780699252000,96.3,61
1780699256000,96.2,62
1780699260000,96.0,62
1780699264000,96.2,63
1780699268000,95.8,62
1780699272000,96.1,62
1780699276000,95.8,62
1780699280000,95.9,62
1780699284000,96.3,62
1780699288000,95.8,62
1780699292000,96.3,62
1780699296000,96.2,61
1780699300000,95.8,61
1780699304000,96.2,62
1780699308000,96.0,61
1780699312000,96.3,62
1780699316000,95.9,62
1780699320000,96.0,61
1780699324000,96.0,62
1780699328000,95.7,61
1780699332000,95.9,62
1780699336000,96.2,62
1780699340000,96.0,61
1780699344000,96.0,62
1780699348000,95.9,60
1780699352000,95.7,62
1780699356000,95.8,62
1780699360000,96.2,62
1780699364000,95.9,62
1780699368000,96.1,62
1780699372000,96.1,61
1780699376000,95.7,60
1780699380000,95.6,62
1780699384000,95.8,61
1780699388000,95.7,61
1780699392000,96.0,62
1780699396000,96.1,61
1780699400000,95.6,61
1780699404000,95.8,62
1780699408000,95.8,62
1780699412000,95.9,62
1780699416000,95.9,62
1780699420000,96.0,61
1780699424000,95.5,61
1780699428000,95.7,61
1780699432000,95.6,62
1780699436000,95.7,62
1780699440000,95.8,61
1780699444000,95.8,62
1780699448000,95.7,61
1780699452000,96.0,61
1780699456000,95.9,60
1780699460000,96.1,62
1780699464000,95.9,61
1780699468000,96.0,61
1780699472000,95.6,60
1780699476000,96.0,61
1780699480000,95.5,61
1780699484000,95.5,61
1780699488000,95.9,61
1780699492000,95.9,60
1780699496000,95.5,61
1780699500000,95.6,60
1780699504000,95.9,62
1780699508000,95.7,61
1780699512000,95.9,62
1780699516000,95.9,62
1780699520000,95.7,61
1780699524000,96.0,62
1780699528000,95.8,61
1780699532000,95.7,61
1780699536000,95.6,62
1780699540000,95.6,62
1780699544000,95.8,61
1780699548000,95.6,61
1780699552000,95.4,61
1780699556000,95.6,62
1780699560000,95.8,60
1780699564000,95.4,62
1780699568000,95.4,61
1780699572000,95.6,61
1780699576000,95.7,60
1780699580000,95.8,61
1780699584000,95.8,61
1780699588000,95.8,62
1780699592000,95.4,61
1780699596000,95.5,61
1780699600000,95.8,60
1780699604000,95.6,61
1780699608000,95.4,61
1780699612000,95.3,60
1780699616000,95.4,62
1780699620000,95.7,61
1780699624000,95.6,61
1780699628000,95.6,61
1780699632000,95.8,62
1780699636000,95.2,61
1780699640000,95.8,61
1780699644000,95.5,60
1780699648000,95.5,61
1780699652000,95.8,61
1780699656000,95.6,61
1780699660000,95.8,60
1780699664000,95.2,61
1780699668000,95.4,61
1780699672000,95.5,61
1780699676000,95.4,60
1780699680000,95.3,60
1780699684000,95.5,62
1780699688000,95.5,61
1780699692000,95.7,60
1780699696000,95.4,62
1780699700000,95.3,60
1780699704000,95.5,61
1780699708000,95.2,60
1780699712000,95.2,60
1780699716000,95.2,61
1780699720000,95.2,61
1780699724000,95.2,61
1780699728000,95.6,60
1780699732000,95.6,60
1780699736000,95.2,60
1780699740000,95.3,61
1780699744000,95.6,60
1780699748000,95.3,61
1780699752000,95.4,61
1780699756000,95.6,61
1780699760000,95.3,60
1780699764000,95.4,60
1780699768000,95.2,60
1780699772000,95.4,61
1780699776000,95.2,60
1780699780000,95.2,61
1780699784000,95.0,61
1780699788000,95.1,60
1780699792000,95.1,61
1780699796000,95.3,60
1780699800000,95.2,60
1780699804000,95.0,61
1780699808000,95.3,61
1780699812000,95.0,60
1780699816000,95.1,60
1780699820000,95.0,60
1780699824000,95.4,60
1780699828000,95.2,60
1780699832000,95.1,60
1780699836000,95.6,61
1780699840000,95.4,60
1780699844000,95.3,60
1780699848000,95.4,60
1780699852000,95.2,61
1780699856000,95.3,61
1780699860000,95.5,61
1780699864000,95.4,60
1780699868000,95.4,60
1780699872000,95.5,60
1780699876000,95.4,60
1780699880000,95.5,60
1780699884000,95.1,60
1780699888000,95.0,60
1780699892000,95.0,61
1780699896000,94.9,60
1780699900000,95.1,61
1780699904000,95.4,60
1780699908000,95.1,60
1780699912000,95.2,59
1780699916000,95.3,59
1780699920000,95.0,60
1780699924000,95.3,61
1780699928000,95.3,60
1780699932000,95.2,60
1780699936000,94.9,60
1780699940000,95.4,60
1780699944000,95.1,60
1780699948000,95.2,60
1780699952000,95.0,60
1780699956000,95.1,60
1780699960000,94.8,60
1780699964000,95.0,59
1780699968000,94.9,59
1780699972000,95.3,60
1780699976000,95.4,60
1780699980000,95.1,61
1780699984000,94.8,61
1780699988000,95.1,59
1780699992000,94.9,59
1780699996000,95.0,61
1780700000000,94.9,60
1780700004000,95.2,60
1780700008000,95.2,60
1780700012000,94.9,59
1780700016000,94.9,59
1780700020000,94.9,60
1780700024000,95.1,60
1780700028000,95.1,61
1780700032000,94.9,60
1780700036000,94.9,60
1780700040000,94.8,60
1780700044000,95.1,60
1780700048000,94.9,61
1780700052000,95.2,59
1780700056000,94.9,60
1780700060000,95.1,59
1780700064000,95.2,60
1780700068000,95.0,59
1780700072000,95.2,60
1780700076000,95.3,59
1780700080000,95.0,61
1780700084000,94.7,60
1780700088000,95.1,59
1780700092000,95.2,59
1780700096000,95.2,61
1780700100000,94.7,59
1780700104000,95.2,60
1780700108000,94.9,59
1780700112000,95.1,60
1780700116000,94.9,59
1780700120000,95.2,59
1780700124000,95.1,60
1780700128000,95.2,59
1780700132000,94.8,60
1780700136000,94.8,60
1780700140000,94.9,59
1780700144000,95.1,60
1780700148000,94.9,59
1780700152000,95.2,60
1780700156000,95.2,58
1780700160000,95.1,59
1780700164000,95.1,59
1780700168000,95.2,60
1780700172000,94.8,60
1780700176000,95.1,58
1780700180000,94.6,60
1780700184000,95.0,60
1780700188000,94.9,59
1780700192000,95.0,60
1780700196000,94.9,59
1780700200000,95.1,59
1780700204000,94.8,59
1780700208000,95.1,59
1780700212000,94.9,60
1780700216000,94.9,60
1780700220000,94.7,59
1780700224000,95.0,59
1780700228000,95.1,59
1780700232000,94.7,59
1780700236000,94.7,58
1780700240000,95.0,60
1780700244000,95.0,59
1780700248000,94.9,59
1780700252000,94.7,59
1780700256000,95.2,59
1780700260000,94.7,60
1780700264000,95.0,59
1780700268000,94.6,60
1780700272000,94.9,58
1780700276000,95.1,59
1780700280000,94.7,59
1780700284000,94.9,60
1780700288000,94.9,59
1780700292000,95.1,58
1780700296000,94.6,59
1780700300000,94.9,59
1780700304000,94.8,59
1780700308000,95.1,59
1780700312000,94.9,60
1780700316000,94.7,59
1780700320000,94.7,60
1780700324000,95.0,59
1780700328000,94.7,59
1780700332000,94.7,58
1780700336000,94.8,58
1780700340000,95.1,59
1780700344000,94.8,60
1780700348000,94.6,59
1780700352000,95.1,59
1780700356000,94.9,58
1780700360000,94.6,58
1780700364000,95.1,59
1780700368000,94.6,59
1780700372000,94.9,58
1780700376000,94.6,60
1780700380000,94.7,58
1780700384000,95.0,59
1780700388000,95.1,59
1780700392000,95.0,58
1780700396000,94.8,58
1780700400000,95.0,59
1780700404000,94.9,58
1780700408000,95.1,59
1780700412000,94.6,59
1780700416000,94.9,59
1780700420000,94.8,59
1780700424000,95.0,58
1780700428000,94.9,58
1780700432000,94.5,58
1780700436000,95.1,58
1780700440000,94.9,58
1780700444000,94.7,59
1780700448000,94.7,58
1780700452000,94.7,58
1780700456000,95.0,58
1780700460000,95.0,58
1780700464000,94.9,57
1780700468000,94.9,59
1780700472000,95.1,58
1780700476000,94.9,58
1780700480000,94.8,58
1780700484000,94.6,58
1780700488000,94.9,59
1780700492000,94.8,58
1780700496000,94.7,58
1780700500000,95.0,58
1780700504000,94.7,58
1780700508000,94.6,58
1780700512000,94.6,57
1780700516000,94.9,58
1780700520000,94.8,58
1780700524000,94.8,58
1780700528000,94.9,57
1780700532000,95.0,59
1780700536000,94.9,58
1780700540000,94.9,58
1780700544000,94.6,59
1780700548000,94.6,58
1780700552000,95.1,59
1780700556000,94.8,59
1780700560000,95.1,57
1780700564000,94.9,58
1780700568000,94.9,58
1780700572000,95.0,57
1780700576000,94.8,58
1780700580000,95.0,58
1780700584000,94.6,59
1780700588000,94.6,58
1780700592000,94.9,57
1780700596000,94.9,58
1780700600000,95.0,57
1780700604000,94.6,59
1780700608000,94.6,59
1780700612000,95.1,57
1780700616000,94.5,57
1780700620000,94.6,58
1780700624000,94.6,57
1780700628000,94.5,59
1780700632000,94.9,58
1780700636000,94.9,57
1780700640000,94.8,59
1780700644000,94.7,58
1780700648000,94.9,57
1780700652000,94.8,57
1780700656000,95.1,57
1780700660000,94.5,58
1780700664000,95.0,57
1780700668000,94.9,58
1780700672000,94.8,58
1780700676000,95.0,58
1780700680000,94.8,58
1780700684000,94.8,58
1780700688000,94.7,57
1780700692000,94.7,58
1780700696000,94.9,58
1780700700000,94.9,59
1780700704000,94.8,57
1780700708000,95.0,58
1780700712000,94.7,57
1780700716000,94.7,57
1780700720000,94.9,58
1780700724000,95.0,57
1780700728000,95.1,57
1780700732000,94.7,58
1780700736000,94.7,58
1780700740000,94.6,57
1780700744000,95.1,58
1780700748000,95.0,58
1780700752000,95.0,58
1780700756000,94.8,58
1780700760000,94.9,58
1780700764000,94.9,56
1780700768000,94.6,56
1780700772000,94.6,58
1780700776000,94.9,57
1780700780000,94.6,58
1780700784000,94.8,58
1780700788000,94.6,58
1780700792000,94.8,56
1780700796000,94.6,58
1780700800000,95.0,57
1780700804000,95.0,57
1780700808000,94.9,56
1780700812000,95.1,57
1780700816000,94.8,57
1780700820000,94.9,58
1780700824000,95.0,58
1780700828000,95.1,57
1780700832000,94.6,57
1780700836000,94.9,57
1780700840000,95.1,57
1780700844000,95.2,57
1780700848000,94.7,57
1780700852000,94.8,57
1780700856000,95.0,57
1780700860000,94.7,56
1780700864000,94.6,57
1780700868000,94.6,57
1780700872000,95.0,57
1780700876000,95.0,57
1780700880000,94.7,57
1780700884000,95.1,58
1780700888000,94.9,56
1780700892000,94.9,57
1780700896000,94.7,56
1780700900000,94.7,56
1780700904000,94.8,57
1780700908000,94.9,58
1780700912000,95.2,57
1780700916000,94.7,56
1780700920000,94.8,56
1780700924000,94.8,56
1780700928000,95.2,56
1780700932000,94.8,56
1780700936000,95.1,58
1780700940000,95.1,57
1780700944000,95.2,57
1780700948000,94.8,56
1780700952000,95.0,57
1780700956000,94.9,56
1780700960000,94.8,57
1780700964000,94.9,57
1780700968000,94.8,56
1780700972000,95.2,57
1780700976000,95.0,58
1780700980000,95.2,57
1780700984000,95.2,57
1780700988000,94.9,57
1780700992000,95.0,57
1780700996000,94.9,56
1780701000000,94.7,57
1780701004000,94.8,57
1780701008000,94.9,56
1780701012000,95.2,57
1780701016000,95.2,56
1780701020000,95.1,56
1780701024000,95.0,56
1780701028000,95.2,57
1780701032000,94.7,56
1780701036000,94.8,56
1780701040000,95.3,57
1780701044000,94.9,56
1780701048000,95.1,56
1780701052000,94.7,56
1780701056000,95.1,56
1780701060000,94.8,57
1780701064000,95.1,57
1780701068000,95.1,57
1780701072000,94.9,56
1780701076000,94.9,57
1780701080000,94.9,56
1780701084000,94.8,57
1780701088000,95.0,56
1780701092000,95.1,57
1780701096000,95.2,56
1780701100000,95.3,56
1780701104000,94.8,57
1780701108000,95.3,57
1780701112000,94.8,56
1780701116000,94.9,55
1780701120000,95.2,56
1780701124000,94.8,57
1780701128000,95.0,56
1780701132000,95.4,57
1780701136000,95.0,55
1780701140000,95.3,56
1780701144000,95.1,56
1780701148000,95.3,56
1780701152000,95.1,57
1780701156000,95.2,56
1780701160000,95.2,55
1780701164000,94.9,57
1780701168000,95.0,57
1780701172000,94.9,55
1780701176000,94.8,57
1780701180000,95.0,56
1780701184000,95.4,56
1780701188000,94.9,55
1780701192000,95.4,57
1780701196000,95.3,56
1780701200000,95.0,57
1780701204000,95.3,56
1780701208000,95.4,56
1780701212000,95.4,55
1780701216000,95.3,55
1780701220000,95.3,56
1780701224000,95.1,56
1780701228000,95.4,56
1780701232000,95.2,56
1780701236000,95.2,55
1780701240000,95.1,57
1780701244000,95.3,56
1780701248000,94.9,56
1780701252000,95.0,56
1780701256000,95.0,56
1780701260000,95.2,56
1780701264000,95.2,55
1780701268000,95.3,55
1780701272000,95.4,57
1780701276000,95.3,55
1780701280000,95.2,56
1780701284000,95.1,56
1780701288000,95.0,55
1780701292000,95.4,56
1780701296000,95.4,56
1780701300000,95.5,55
1780701304000,95.1,56
1780701308000,95.0,56
1780701312000,95.1,56
1780701316000,95.2,56
1780701320000,95.2,55
1780701324000,95.4,56
1780701328000,95.6,56
1780701332000,95.5,56
1780701336000,95.1,56
1780701340000,95.4,55
1780701344000,95.1,55
1780701348000,95.3,55
1780701352000,95.3,55
1780701356000,95.5,55
1780701360000,95.6,55
1780701364000,95.2,56
1780701368000,95.2,55
1780701372000,95.4,55
1780701376000,95.3,56
1780701380000,95.3,55
1780701384000,95.4,56
1780701388000,95.2,55
1780701392000,95.1,55
1780701396000,95.5,55
1780701400000,95.1,54
1780701404000,95.6,56
1780701408000,95.2,55
1780701412000,95.7,55
1780701416000,95.7,56
1780701420000,95.5,56
1780701424000,95.7,56
1780701428000,95.2,56
1780701432000,95.5,56
1780701436000,95.4,56
1780701440000,95.4,56
1780701444000,95.3,55
1780701448000,95.6,56
1780701452000,95.6,56
